width,num_params,optimizer,steps,lr,lambda,lambda_l1,lambda_entropy,train_loss,test_loss,train_acc,test_acc,loss_plot_path,acc_plot_path,params_path,loss_fn,act_fn
"[784, 40, 40, 10]",33450,Adam,10000,0.002,4e-06,1,0,0.0749162,0.0848103,0.9730333685874939,0.960599958896637,plots/mlp_loss_2025-02-01_21-34-09.png,plots/mlp_acc_2025-02-01_21-34-12.png,weights/mlp_2025-02-01_21-34-13_state,,
"[784, 40, 40, 10]",33450,Adam,10000,0.002,4e-06,1,0,0.029792275,0.63542175,1.0,0.9550999999046326,plots/mlp_loss_2025-02-01_21-36-31.png,plots/mlp_acc_2025-02-01_21-36-34.png,weights/mlp_2025-02-01_21-36-37_state,,
"[784, 40, 40, 10]",33450,Adam,10000,0.001,4e-05,1,0,0.09678985,0.5465229,0.9997333288192749,0.9533999562263489,plots/mlp_loss_2025-02-01_21-38-56.png,plots/mlp_acc_2025-02-01_21-38-57.png,weights/mlp_2025-02-01_21-38-58_state,,
"[784, 40, 40, 10]",33450,LBFGS,1000,0.008,2e-06,1,0,0.044230558,0.07999911,0.9929666519165039,0.9644999504089355,plots/mlp_loss_2025-02-11_20-37-03.png,plots/mlp_acc_2025-02-11_20-37-07.png,weights/mlp_2025-02-11_20-37-08_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,LBFGS,10000,0.002,2e-06,1,0,0.044230558,0.07999911,0.9929666519165039,0.9644999504089355,plots/mlp_loss_2025-02-11_20-37-03.png,plots/mlp_acc_2025-02-11_20-37-07.png,weights/mlp_2025-02-11_20-37-08_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,Adam,1000,0.008,2e-06,1,0,0.070553295,0.078556925,0.981249988079071,0.9706999659538269,plots/mlp_loss_2025-02-11_20-40-20.png,plots/mlp_acc_2025-02-11_20-40-23.png,weights/mlp_2025-02-11_20-40-24_state,L2,SiLU()
"[784, 40, 40, 10]",33450,Adam,1000,0.008,2e-06,1,0,0.07104515,0.079383574,0.9830166697502136,0.9735999703407288,plots/mlp_loss_2025-02-11_20-41-38.png,plots/mlp_acc_2025-02-11_20-41-44.png,weights/mlp_2025-02-11_20-41-48_state,L2,SiLU()
"[784, 40, 40, 10]",33450,Adam,1000,0.008,2e-06,1,0,0.07190847,0.09236491,0.9760833382606506,0.9501000046730042,plots/mlp_loss_2025-02-11_20-42-26.png,plots/mlp_acc_2025-02-11_20-42-28.png,weights/mlp_2025-02-11_20-42-29_state,L2,ReLU()
"[784, 40, 40, 10]",33450,LBFGS,1000,0.008,2e-06,1,0,0.040242884,0.076114,0.9939333200454712,0.9678999781608582,plots/mlp_loss_2025-02-11_20-44-31.png,plots/mlp_acc_2025-02-11_20-44-35.png,weights/mlp_2025-02-11_20-44-37_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,LBFGS,1000,0.008,2e-06,1,0,0.055396672,0.070189156,0.9908166527748108,0.9782999753952026,plots/mlp_loss_2025-02-11_20-46-36.png,plots/mlp_acc_2025-02-11_20-46-45.png,weights/mlp_2025-02-11_20-46-53_state,L2,SiLU()
"[784, 40, 40, 10]",33450,Adam,1000,0.01,2e-06,1,0,0.082055435,0.0882928,0.9738333225250244,0.9638999700546265,plots/mlp_loss_2025-02-11_20-57-36.png,plots/mlp_acc_2025-02-11_20-57-39.png,weights/mlp_2025-02-11_20-57-40_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,Adam,3000,0.05,2e-06,1,0,0.1068416,0.11189035,0.9531166553497314,0.9470999836921692,plots/mlp_loss_2025-02-11_20-58-45.png,plots/mlp_acc_2025-02-11_20-58-50.png,weights/mlp_2025-02-11_20-58-51_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,Adam,3000,0.01,2e-06,1,0,0.075951055,0.0825132,0.9781000018119812,0.9700999855995178,plots/mlp_loss_2025-02-11_21-00-46.png,plots/mlp_acc_2025-02-11_21-00-49.png,weights/mlp_2025-02-11_21-00-50_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,Adam,3000,0.01,2e-06,1,0,0.073203735,0.0803284,0.9805166721343994,0.9721999764442444,plots/mlp_loss_2025-02-11_21-02-29.png,plots/mlp_acc_2025-02-11_21-02-32.png,weights/mlp_2025-02-11_21-02-33_state,L2,ReLU()
"[784, 40, 40, 10]",33450,Adam,3000,0.01,0,1,0,0.074251495,0.08296627,0.9776666760444641,0.9668999910354614,plots/mlp_loss_2025-02-11_21-06-14.png,plots/mlp_acc_2025-02-11_21-06-18.png,weights/mlp_2025-02-11_21-06-19_state,L2,ReLU()
"[784, 40, 40, 10]",33450,Adam,3000,0.02,2e-06,1,0,0.07758029,0.084469296,0.9750166535377502,0.9674999713897705,plots/mlp_loss_2025-02-11_21-10-36.png,plots/mlp_acc_2025-02-11_21-10-41.png,weights/mlp_2025-02-11_21-10-43_state,L2,ReLU()
"[784, 40, 40, 10]",33450,Adam,3000,0.02,2e-06,1,0,0.07768065,0.086353526,0.9764500260353088,0.9649999737739563,plots/mlp_loss_2025-02-11_21-11-36.png,plots/mlp_acc_2025-02-11_21-11-39.png,weights/mlp_2025-02-11_21-11-40_state,L2,ReLU()
"[784, 40, 40, 10]",33450,Adam,3000,0.02,2e-06,1,0,0.07651138,0.08316955,0.9775166511535645,0.9688999652862549,plots/mlp_loss_2025-02-11_21-13-35.png,plots/mlp_acc_2025-02-11_21-13-37.png,weights/mlp_2025-02-11_21-13-38_state,L2,LeakyReLU(negative_slope=0.01)
"[784, 40, 40, 10]",33450,Adam,3000,0.02,2e-06,1,0,0.08791926,0.35700476,0.9997166991233826,0.9687999486923218,plots/mlp_loss_2025-02-11_21-28-22.png,plots/mlp_acc_2025-02-11_21-28-25.png,weights/mlp_2025-02-11_21-28-26_state,CrossEntropy,LeakyReLU(negative_slope=0.01)
